idx,x,y,w,h
196,9.177295368904547,0.0,0.028749358960066,14222.22222222222
197,9.253293674329417,0.0,0.014249682267163149,10230.019493177388
198,9.292542799170551,0.0,0.04199906352427033,24701.754385964912
199,9.303042565051618,0.0,0.08449811590002007,60382.06627680312
200,9.3860407143972,0.0,0.028499364534326298,16218.323586744638
201,9.407290240585075,0.0,0.01949956520769694,10479.53216374269
202,9.472288791277398,0.0,0.026249414702668956,9730.994152046784
203,9.526787576088653,0.0,0.0637485785636246,13972.709551656919
204,9.52228767642534,0.0,0.09324792080090973,43914.230019493174
205,9.607785770028318,0.0,0.056248745791433484,25450.292397660818
206,9.672284331869161,0.0,0.015249659970121966,11727.0955165692
207,9.70853352360142,0.0,0.0114997435840264,6736.8421052631575
208,9.753032531383086,0.0,0.028749358960066,9730.994152046784
209,9.784781823452029,0.0,0.027749381257107183,13972.709551656919
210,9.830030814510915,0.0,0.02349947601953221,11477.582846003897
211,9.870279917055008,0.0,0.11824736337488016,39173.48927875244
212,9.984777364043792,0.0,0.08199817164262303,28194.93177387914
213,10.01152676759794,0.0,0.031749292068942454,11976.608187134501
214,10.165523333853598,0.0,0.031749292068942454,20210.526315789473
215,10.18927280429887,0.0,0.03349925304912038,11976.608187134501
216,10.218272157684677,0.0,0.01674962652456019,5988.304093567251
217,10.296270418515464,0.0,0.02924934781154541,5489.278752436647
218,10.309770117505408,0.0,0.08299814934558185,54144.24951267056
219,10.37576864590069,0.0,0.016249637673080783,5988.304093567251
220,10.422517603514015,0.0,0.013499698989944036,4491.228070175438
221,10.47576641619657,0.0,0.028499364534326298,11228.070175438595
222,10.508515685968472,0.0,0.03099930879172334,9231.968810916178
223,10.541764944591854,0.0,0.0517488461281188,20460.038986354775
224,10.579514102878548,0.0,0.035249214029298315,14970.760233918129
225,10.624763093937435,0.0,0.030749314365983636,8483.430799220272
226,10.650012530937145,0.0,0.0172496153760396,4241.715399610136
227,10.67151205155076,0.0,0.012999710138464626,5489.278752436647
228,10.683261789560525,0.0,0.018249593078998417,11477.582846003897
229,10.704011326896921,0.0,0.018499587504738124,6736.8421052631575
230,10.751260273361726,0.0,0.06699850609824076,23703.7037037037
231,10.817508796182747,0.0,0.032499275346161566,6237.8167641325535
232,10.851758032509087,0.0,0.023249481593792507,8732.943469785574
233,10.889507190795783,0.0,0.029499342237285113,14970.760233918129
234,10.93375620415171,0.0,0.027749381257107183,10479.53216374269
235,11.004754621061785,0.0,0.05674873464291289,36927.87524366471
236,11.022754219715045,0.0,0.03324925862338068,14222.22222222222
237,11.116002140515954,0.0,0.03149929764320275,5738.791423001949
238,11.1440015161988,0.0,0.06799848380119959,55641.32553606237
239,0.28399366764030415,249.51267056530213,0.04299904122722915,16218.323586744638
240,0.5197384111128454,249.51267056530213,0.028499364534326298,8982.456140350876
241,1.3917189680929343,249.51267056530213,0.02224950389083369,9980.506822612086
242,1.8122095921871169,249.51267056530213,0.007499832772191131,8732.943469785574
243,3.6334189837008632,249.51267056530213,0.02699939797988807,6237.8167641325535
244,4.944139757854133,249.51267056530213,0.017499609801779305,5239.766081871345
245,5.013638208209771,249.51267056530213,0.014749671118642557,8483.430799220272
246,5.590125353965529,249.51267056530213,0.008999799326629357,5988.304093567251
247,5.726122321567928,249.51267056530213,0.04699895203906442,29692.007797270955
248,5.98686650761444,249.51267056530213,0.054748779236995254,39922.02729044834
249,7.3318365180940495,249.51267056530213,0.026249414702668956,17715.39961013645
250,8.026071038373209,249.51267056530213,0.03149929764320275,30440.54580896686
251,8.508810274476577,249.51267056530213,0.0342492363263395,12725.146198830409
252,10.407767932395371,249.51267056530213,0.016249637673080783,4990.253411306043
253,0.22149506120537807,499.02534113060426,0.013999687841423445,11477.582846003897
254,0.24724448705656762,499.02534113060426,0.03699917500947625,9730.994152046784
255,1.656463064951281,499.02534113060426,0.02174951503935428,14970.760233918129
256,2.1349523958170753,499.02534113060426,0.09649784833552588,67617.93372319688
257,2.552693081228121,499.02534113060426,0.016499632098820487,4740.740740740741
258,2.586692323128721,499.02534113060426,0.016249637673080783,6736.8421052631575
259,2.737938950701242,499.02534113060426,0.035249214029298315,25200.779727095516
260,2.9331845972039514,499.02534113060426,0.029499342237285113,11477.582846003897
261,3.487422239068876,499.02534113060426,0.019249570781957236,7734.892787524366
262,3.6506685990769028,499.02534113060426,0.030249325514504228,22206.62768031189
263,3.80516515418404,499.02534113060426,0.013499698989944036,10729.044834307992
264,5.511377109857523,499.02534113060426,0.010249771455327879,6487.3294346978555
265,6.904846038930635,499.02534113060426,0.023249481593792507,15968.810916179336
266,6.977844411246628,499.02534113060426,0.01199973243550581,5988.304093567251
267,7.475833307320119,499.02534113060426,0.012749715712724922,8982.456140350876
268,7.635079756516311,499.02534113060426,0.008499810475149949,6736.8421052631575
269,7.646079511248858,499.02534113060426,0.012999710138464626,5239.766081871345
270,8.417562309081585,499.02534113060426,0.024999442573970437,33185.18518518518
271,9.429289750050168,499.02534113060426,0.019749559633436643,7485.380116959064
272,9.734782938304088,499.02534113060426,0.03224928092042186,10729.044834307992
273,10.876507480657317,499.02534113060426,0.013249704564204332,4990.253411306043
274,10.993754866329239,499.02534113060426,0.012499721286985219,7984.405458089668
275,11.06050337800174,499.02534113060426,0.04549898548462619,12226.120857699805
276,1.1989732658476222,748.5380116959063,0.01549965439586167,3992.202729044834
277,3.1844289950723543,748.5380116959063,0.04274904680148944,27945.419103313838
278,5.03163780686303,748.5380116959063,0.028499364534326298,9481.481481481482
279,5.091386474614819,748.5380116959063,0.012999710138464626,8483.430799220272
280,5.179634506900935,748.5380116959063,0.04399901893018797,22955.165692007795
281,5.393129746482642,748.5380116959063,0.016499632098820487,8233.91812865497
282,6.709100403576446,748.5380116959063,0.014499676692902853,4241.715399610136
283,9.213544560636803,748.5380116959063,0.028749358960066,13473.684210526315
284,9.271793261834155,748.5380116959063,0.015749648821601375,3742.690058479532
285,10.091274989408905,748.5380116959063,0.029999331088764524,16966.861598440544
286,10.137023969319273,748.5380116959063,0.013999687841423445,3992.202729044834
287,1.0599763651363465,998.0506822612085,0.022749492742313096,18214.424951267054
288,2.787187852571964,998.0506822612085,0.032499275346161566,13723.196881091617
289,2.979933554817276,998.0506822612085,0.05849869562309082,27196.88109161793
290,3.357925126535709,998.0506822612085,0.010499765881067583,5239.766081871345
291,5.408129412027025,998.0506822612085,0.01199973243550581,4990.253411306043
292,6.261860375928115,998.0506822612085,0.013999687841423445,4241.715399610136
293,6.591353029053045,998.0506822612085,0.020249548484916054,10978.557504873294
294,7.588080804477246,998.0506822612085,0.011249749158286696,7734.892787524366
295,7.893074003879685,998.0506822612085,0.011249749158286696,5239.766081871345
296,11.171750897455908,998.0506822612085,0.010749760306807287,4740.740740740741
297,1.7197116546634263,1247.5633528265107,0.008499810475149949,7734.892787524366
298,3.815164931213628,1247.5633528265107,0.028999353385805705,16218.323586744638
299,4.695395304243127,1247.5633528265107,0.01199973243550581,4740.740740740741
300,4.721144730094317,1247.5633528265107,0.035999197306517426,36927.87524366471
301,5.844869673794288,1247.5633528265107,0.023749470445271915,8982.456140350876
302,7.0230934023055145,1247.5633528265107,0.016249637673080783,10479.53216374269
303,8.182567548886263,1247.5633528265107,0.014749671118642557,5239.766081871345
304,9.500038172534506,1247.5633528265107,0.024499453722491026,6986.354775828459
305,10.337519498762514,1247.5633528265107,0.011749738009766105,4491.228070175438
306,0.07024843363285692,1497.0760233918127,0.028249370108586594,25699.80506822612
307,1.1767237619567885,1497.0760233918127,0.012249726861245513,7485.380116959064
308,1.6169639456844078,1497.0760233918127,0.0172496153760396,11727.0955165692
309,1.6824624852282104,1497.0760233918127,0.013999687841423445,7984.405458089668
310,5.230883364177574,1497.0760233918127,0.010749760306807287,7485.380116959064
311,0.6047365158643448,1746.5886939571149,0.12324725188967425,66120.85769980507
312,2.411696225110928,1746.5886939571149,0.01374969341568374,4740.740740740741
313,3.614169412918906,1746.5886939571149,0.0229994871680528,10230.019493177388
314,5.687873174429754,1746.5886939571149,0.047248946464804126,28693.957115009744
315,6.7525994336551545,1746.5886939571149,0.009249793752369062,6736.8421052631575
316,6.760849249704565,1746.5886939571149,0.016249637673080783,12226.120857699805
317,7.786576378514572,1746.5886939571149,0.018749581930477828,10729.044834307992
318,7.900323842226137,1746.5886939571149,0.04299904122722915,16717.348927875242
319,8.145318379451048,1746.5886939571149,0.01599964324734108,7734.892787524366
320,8.769054471671609,1746.5886939571149,0.0229994871680528,16218.323586744638
321,9.86827996164909,1746.5886939571149,0.02474944814823073,14222.22222222222
322,10.957505674596982,1746.5886939571149,0.02924934781154541,14721.247563352827
323,2.3901967044973134,1996.101364522417,0.009249793752369062,7485.380116959064
324,3.88141345403465,1996.101364522417,0.051248857276639394,26198.830409356724
325,5.728372271399586,1996.101364522417,0.01549965439586167,6986.354775828459
326,8.237816316974738,1996.101364522417,0.02699939797988807,16218.323586744638
327,9.011299070213383,1996.101364522417,0.028749358960066,11727.0955165692
328,9.145296082409866,1996.101364522417,0.01774960422751901,9730.994152046784
329,1.583714687061027,2245.614035087719,0.010749760306807287,6736.8421052631575
330,4.00791063345894,2245.614035087719,0.02799937568284689,10978.557504873294
331,4.0464097750228545,2245.614035087719,0.07099841691007604,46908.3820662768
332,4.149657472853352,2245.614035087719,0.02124952618787487,11976.608187134501
333,7.456583736538162,2245.614035087719,0.012249726861245513,7485.380116959064
334,7.6648290931793355,2245.614035087719,0.01774960422751901,6487.3294346978555
335,7.741577381881425,2245.614035087719,0.011249749158286696,7235.867446393761
336,10.696261499698991,2245.614035087719,0.04399901893018797,18463.937621832356
337,2.5306935717630274,2495.1267056530214,0.010999754732546992,4740.740740740741
338,5.578125621530023,2495.1267056530214,0.0069998439207117225,8233.91812865497
339,5.977616713862071,2495.1267056530214,0.01599964324734108,7235.867446393761
340,6.225361189770118,2495.1267056530214,0.0114997435840264,5239.766081871345
341,10.247771499921962,2495.1267056530214,0.029999331088764524,10230.019493177388
342,0.20974532319561195,2744.6393762183234,0.0114997435840264,3992.202729044834
343,0.39299123726281526,2744.6393762183234,0.11949733550357869,65871.34502923976
344,2.3266981203594286,2744.6393762183234,0.024499453722491026,16966.861598440544
345,3.6739180806706955,2744.6393762183234,0.033999241900599796,14721.247563352827
346,4.270904769337109,2744.6393762183234,0.03849914156391447,31189.083820662767
347,5.004138420031662,2744.6393762183234,0.01199973243550581,8982.456140350876
348,6.3083593391157,2744.6393762183234,0.013999687841423445,5738.791423001949
349,6.956594885058753,2744.6393762183234,0.009249793752369062,6736.8421052631575
350,10.06327561372606,2744.6393762183234,0.024249459296751322,8732.943469785574
351,10.396268188811346,2744.6393762183234,0.010999754732546992,5489.278752436647
352,2.7156894468104085,2994.1520467836253,0.015749648821601375,5988.304093567251
353,3.512921670494326,2994.1520467836253,0.0114997435840264,5239.766081871345
354,4.7468941559455065,2994.1520467836253,0.04474900220740708,24701.754385964912
355,5.485127695154853,2994.1520467836253,0.016249637673080783,9481.481481481482
356,9.972027648331068,2994.1520467836253,0.01374969341568374,3243.6647173489278
357,10.14777372962608,2994.1520467836253,0.014499676692902853,5489.278752436647
358,1.9987054337889363,3243.6647173489278,0.030249325514504228,13224.171539961013
359,8.282065330330665,3243.6647173489278,0.016499632098820487,4491.228070175438
360,8.753804811701487,3243.6647173489278,0.01949956520769694,8233.91812865497
361,8.789804009008005,3243.6647173489278,0.01199973243550581,8732.943469785574
362,10.306520189970792,3243.6647173489278,0.013499698989944036,8732.943469785574
363,1.6389634551495018,3493.1773879142297,0.018999576356217532,9730.994152046784
364,2.5846923677228033,3493.1773879142297,0.0114997435840264,7235.867446393761
365,4.123408058150684,3493.1773879142297,0.025999420276929253,22705.653021442493
366,4.934139980824545,3493.1773879142297,0.014499676692902853,6237.8167641325535
367,6.023365693772437,3493.1773879142297,0.017499609801779305,5988.304093567251
368,8.011821356106045,3493.1773879142297,0.013499698989944036,5988.304093567251
369,1.2634718276884658,3742.690058479532,0.0172496153760396,6736.8421052631575
370,1.8629584606122769,3742.690058479532,0.018999576356217532,5489.278752436647
371,3.1606795246270822,3742.690058479532,0.027749381257107183,7485.380116959064
372,6.732099890744498,3742.690058479532,0.023249481593792507,8483.430799220272
373,7.868324555731455,3742.690058479532,0.04949889629646146,24452.24171539961
374,10.396018194385606,3742.690058479532,0.06249860643492609,26198.830409356724
375,0.0344992307520792,3992.202729044834,0.019749559633436643,6736.8421052631575
376,1.796959932216995,3992.202729044834,0.0172496153760396,10479.53216374269
377,3.875413587816897,3992.202729044834,0.012999710138464626,6237.8167641325535
378,7.176839974135433,3992.202729044834,0.010749760306807287,6736.8421052631575
379,0.8282315324756405,4241.715399610136,0.07374835559321279,38674.46393762183
380,1.3312203170639256,4241.715399610136,0.0344992307520792,13473.684210526315
381,3.971161452875204,4241.715399610136,0.028249370108586594,6986.354775828459
382,5.215883698633192,4241.715399610136,0.04049909696983211,38923.976608187135
383,7.831325380721979,4241.715399610136,0.026249414702668956,8982.456140350876
384,8.652807063702648,4241.715399610136,0.028749358960066,8982.456140350876
385,10.208022386229349,4241.715399610136,0.04699895203906442,31688.10916179337
386,10.660512296818213,4241.715399610136,0.018999576356217532,10729.044834307992
387,0.3609919507681331,4491.228070175438,0.03674918058373654,22456.14035087719
388,2.5626928582577095,4491.228070175438,0.025999420276929253,11228.070175438595
389,6.445856273272537,4491.228070175438,0.012999710138464626,5489.278752436647
390,6.4873553479453285,4491.228070175438,0.009499788178108766,6237.8167641325535
391,7.2960873152132715,4491.228070175438,0.033999241900599796,25949.317738791422
392,7.582330932685233,4491.228070175438,0.031749292068942454,23703.7037037037
393,8.687306294454727,4491.228070175438,0.014999665544382262,6736.8421052631575
394,10.830758500746951,4491.228070175438,0.025999420276929253,7734.892787524366
395,0.3269927088675333,4740.740740740741,0.026249414702668956,13723.196881091617
396,2.1037030925996123,4740.740740740741,0.00974978260384847,5489.278752436647
397,2.4966943298624273,4740.740740740741,0.012749715712724922,3992.202729044834
398,2.9221848424714043,4740.740740740741,0.05799870677161141,18962.962962962964
399,3.100680862449553,4740.740740740741,0.01199973243550581,6736.8421052631575
400,3.842414323619256,4740.740740740741,0.031749292068942454,16966.861598440544
401,6.707100448170528,4740.740740740741,0.05774871234587171,29692.007797270955
402,0.9702283662957927,4990.253411306043,0.020999531762135166,9231.968810916178
403,1.8229593524939243,4990.253411306043,0.01199973243550581,6986.354775828459
404,2.0772036834712035,4990.253411306043,0.029999331088764524,16717.348927875242
405,4.218155945506032,4990.253411306043,0.0114997435840264,4990.253411306043
406,4.321653637762269,4990.253411306043,0.013999687841423445,5489.278752436647
407,5.251882895939709,4990.253411306043,0.010249771455327879,6237.8167641325535
408,5.595625231331803,4990.253411306043,0.01549965439586167,8233.91812865497
409,7.051342772414102,4990.253411306043,0.049248901870721756,20210.526315789473
410,8.099569399540682,4990.253411306043,0.010749760306807287,4990.253411306043
411,8.902051506165133,4990.253411306043,0.018749581930477828,7734.892787524366
412,9.063797899618722,4990.253411306043,0.029499342237285113,14721.247563352827
413,9.256543601864033,4990.253411306043,0.024999442573970437,16966.861598440544
414,10.117524404111576,4990.253411306043,0.03299926419764097,12226.120857699805
415,0.977478204642244,5239.766081871345,0.04549898548462619,24951.267056530214
416,1.0469766549978818,5239.766081871345,0.016499632098820487,14721.247563352827
417,1.6042142299716828,5239.766081871345,0.012249726861245513,3493.1773879142297
418,3.726416910076033,5239.766081871345,0.10174773127605967,62128.65497076023
419,4.233155611050414,5239.766081871345,0.024999442573970437,10230.019493177388
